instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_norm,atemp_norm,hum_norm,windspeed_norm
245,2011-09-02,Musim Panas,2011,September,Tak Libur,Jumat,Kerja,Berkabut,0.643333,0.604808,0.727083,0.139929,875,3852,4727,0.7279451180170475,0.6901026270551925,0.7476431876606684,0.2423093264845807
246,2011-09-03,Musim Panas,2011,September,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.669167,0.633213,0.716667,0.185325,1935,2549,4484,0.76013555020419,0.7273880243583052,0.7369326478149101,0.335895568342221
247,2011-09-04,Musim Panas,2011,September,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.709167,0.665429,0.742083,0.206467,2521,2419,4940,0.8099775137981245,0.7696758736636062,0.76306735218509,0.3794809134244801
248,2011-09-05,Musim Panas,2011,September,Libur,Senin,Tak Kerja,Berkabut,0.673333,0.625646,0.790417,0.212696,1236,2115,3351,0.7653265907124983,0.7174553152791764,0.8127681233933162,0.3923223245737276
249,2011-09-06,Musim Panas,2011,September,Tak Libur,Selasa,Kerja,Petir/Hujan/Salju,0.54,0.5152,0.886957,0.343943,204,2506,2710,0.5991871274157465,0.5724800295710413,0.9120380462724935,0.6628949187469967
250,2011-09-07,Musim Panas,2011,September,Tak Libur,Rabu,Kerja,Petir/Hujan/Salju,0.599167,0.544229,0.917083,0.0970208,118,1878,1996,0.6729121139148047,0.6105845111169682,0.9430159383033418,0.15385181518675708
251,2011-09-08,Musim Panas,2011,September,Tak Libur,Kamis,Kerja,Petir/Hujan/Salju,0.633913,0.555361,0.939565,0.192748,153,1689,1842,0.7162073355906758,0.6251967639871759,0.966133676092545,0.3511984732966061
252,2011-09-09,Musim Panas,2011,September,Tak Libur,Jumat,Kerja,Berkabut,0.65,0.578946,0.897917,0.124379,417,3127,3544,0.7362525272990665,0.6561552605685493,0.9233079691516709,0.21025218354497577
253,2011-09-10,Musim Panas,2011,September,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.66,0.607962,0.75375,0.153608,1750,3595,5345,0.7487130181975502,0.6942426778594177,0.775064267352185,0.27050930450842997
254,2011-09-11,Musim Panas,2011,September,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.653333,0.609229,0.71375,0.115054,1633,3413,5046,0.7404056089155312,0.6959057864101322,0.7339331619537275,0.19102820554421587
255,2011-09-12,Musim Panas,2011,September,Tak Libur,Senin,Kerja,Sedikit Berawan,0.644348,0.60213,0.692174,0.088913,690,4023,4713,0.7292098578432435,0.6865873905131142,0.7117470437017994,0.13713715901146906
256,2011-09-13,Musim Panas,2011,September,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.650833,0.603554,0.7125,0.141804,701,4062,4763,0.7372904861909102,0.6884565827595368,0.7326478149100257,0.24617473761073894
257,2011-09-14,Musim Panas,2011,September,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.673333,0.6269,0.697083,0.1673,647,4138,4785,0.7653265907124983,0.7191013595748322,0.7167948586118251,0.2987360827160873
258,2011-09-15,Musim Panas,2011,September,Tak Libur,Kamis,Kerja,Berkabut,0.5775,0.553671,0.709167,0.271146,428,3231,3659,0.6459139682850602,0.6229784108295537,0.7292205655526992,0.5128200740798312
259,2011-09-16,Musim Panas,2011,September,Tak Libur,Jumat,Kerja,Berkabut,0.469167,0.461475,0.590417,0.164183,742,4018,4760,0.5109257322345174,0.5019587139537302,0.6071125964010282,0.292310223259962
260,2011-09-17,Musim Panas,2011,September,Tak Libur,Sabtu,Tak Kerja,Berkabut,0.491667,0.478512,0.718333,0.189675,1434,3077,4511,0.5389618367561055,0.5243220765255706,0.7386457583547558,0.344863322154908
261,2011-09-18,Musim Panas,2011,September,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.5075,0.490537,0.695,0.178483,1353,2921,4274,0.5586905319956746,0.5401065124548059,0.7146529562982005,0.3217904254487949
262,2011-09-19,Musim Panas,2011,September,Tak Libur,Senin,Kerja,Berkabut,0.549167,0.529675,0.69,0.151742,691,3848,4539,0.6106096594223864,0.5914804212613266,0.7095115681233932,0.2666624473556774
263,2011-09-20,Musim Panas,2011,September,Tak Libur,Selasa,Kerja,Berkabut,0.561667,0.532217,0.88125,0.134954,438,3203,3641,0.626185273045491,0.5948171394427917,0.9061696658097685,0.23205310229650772
264,2011-09-21,Musim Panas,2011,September,Tak Libur,Rabu,Kerja,Berkabut,0.595,0.550533,0.9,0.0964042,539,3813,4352,0.6677198273574064,0.6188593621854007,0.9254498714652956,0.1525806618532162
265,2011-09-22,Musim Panas,2011,September,Tak Libur,Kamis,Kerja,Berkabut,0.628333,0.554963,0.902083,0.128125,555,4240,4795,0.7092543816693221,0.624674335255381,0.9275917737789202,0.21797475958688955
266,2011-09-23,Musim Gugur,2011,September,Tak Libur,Jumat,Kerja,Berkabut,0.609167,0.522125,0.9725,0.0783667,258,2137,2395,0.6853726048132883,0.5815700269772744,1.0,0.11539540681957478
267,2011-09-24,Musim Gugur,2011,September,Tak Libur,Sabtu,Tak Kerja,Berkabut,0.606667,0.564412,0.8625,0.0783833,1776,3647,5423,0.6822574820886673,0.637077423412998,0.8868894601542416,0.11542962859274503
268,2011-09-25,Musim Gugur,2011,September,Tak Libur,Minggu,Tak Kerja,Berkabut,0.634167,0.572637,0.845,0.0503792,1544,3466,5010,0.7165238320594974,0.6478738463250944,0.8688946015424164,0.05769770340978738
269,2011-09-26,Musim Gugur,2011,September,Tak Libur,Senin,Kerja,Berkabut,0.649167,0.589042,0.848333,0.1107,684,3946,4630,0.7352145684072229,0.6694076235740845,0.8723218508997429,0.1820522055211265
270,2011-09-27,Musim Gugur,2011,September,Tak Libur,Selasa,Kerja,Berkabut,0.636667,0.574525,0.885417,0.118171,477,3643,4120,0.7196389547841182,0.6503521012136096,0.9104544987146529,0.19745406500034118
271,2011-09-28,Musim Gugur,2011,September,Tak Libur,Rabu,Kerja,Berkabut,0.635,0.575158,0.84875,0.148629,480,3427,3907,0.7175617909513411,0.6511829991714646,0.8727506426735218,0.2602448341099546
272,2011-09-29,Musim Gugur,2011,September,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.616667,0.574512,0.699167,0.172883,653,4186,4839,0.694717972987151,0.6503350369585511,0.7189377892030848,0.31024573088533586
273,2011-09-30,Musim Gugur,2011,September,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.564167,0.544829,0.6475,0.206475,830,4372,5202,0.6293003957701119,0.6113720921196745,0.665809768637532,0.379497405845285
274,2011-10-01,Musim Gugur,2011,Oktober,Tak Libur,Sabtu,Tak Kerja,Berkabut,0.41,0.412863,0.75375,0.292296,480,1949,2429,0.43720074573545925,0.43814890111447957,0.775064267352185,0.5564219115828952
275,2011-10-02,Musim Gugur,2011,Oktober,Tak Libur,Minggu,Tak Kerja,Berkabut,0.356667,0.345317,0.791667,0.222013,616,2302,2918,0.3707452096265766,0.34948565709983265,0.8140534704370179,0.41152981015368256
276,2011-10-03,Musim Gugur,2011,Oktober,Tak Libur,Senin,Kerja,Berkabut,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,0.40501155959740653,0.41082377822559046,0.7823475578406169,0.12566008337331028
277,2011-10-04,Musim Gugur,2011,Oktober,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.484167,0.472858,0.71,0.205854,486,3970,4456,0.5296164685822429,0.5169004382100698,0.730077120822622,0.3782171816803015
278,2011-10-05,Musim Gugur,2011,Oktober,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.538333,0.527138,0.647917,0.17725,559,4267,4826,0.5971099635829692,0.5881502662548842,0.666238560411311,0.3192485310922332
279,2011-10-06,Musim Gugur,2011,Oktober,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.494167,0.480425,0.620833,0.134954,639,4126,4765,0.5420769594807265,0.5268331472891986,0.6383886889460153,0.23205310229650772
280,2011-10-07,Musim Gugur,2011,Oktober,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,0.5628436136121393,0.558308822062349,0.7035136246786632,0.0
281,2011-10-08,Musim Gugur,2011,Oktober,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,0.5763433094515564,0.5699098902322103,0.7210796915167095,0.04744147922171441
282,2011-10-09,Musim Gugur,2011,Oktober,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,0.6002250863075902,0.5840089028156544,0.7480719794344473,0.08464384514194101
283,2011-10-10,Musim Gugur,2011,Oktober,Libur,Senin,Tak Kerja,Sedikit Berawan,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,0.6376065590030412,0.6088728350710869,0.7544987146529563,0.0410506661597996
284,2011-10-11,Musim Gugur,2011,Oktober,Tak Libur,Selasa,Kerja,Berkabut,0.566667,0.546096,0.80875,0.143042,667,3896,4563,0.6324155184947329,0.6130352006703889,0.8316195372750642,0.24872693973030358
285,2011-10-12,Musim Gugur,2011,Oktober,Tak Libur,Rabu,Kerja,Petir/Hujan/Salju,0.543333,0.517717,0.90625,0.24815,217,2199,2416,0.6033402090322111,0.5757839318773935,0.9318766066838046,0.46541261047602694
286,2011-10-13,Musim Gugur,2011,Oktober,Tak Libur,Kamis,Kerja,Berkabut,0.589167,0.551804,0.896667,0.141787,290,2623,2913,0.660451623016321,0.6205277212761331,0.9220226221079691,0.2461396912165284
287,2011-10-14,Musim Gugur,2011,Oktober,Tak Libur,Jumat,Kerja,Berkabut,0.550833,0.529675,0.71625,0.223883,529,3115,3644,0.6126855772060739,0.5914804212613266,0.7365038560411311,0.41538491351683765
288,2011-10-15,Musim Gugur,2011,Oktober,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.506667,0.498725,0.483333,0.258083,1899,3318,5217,0.557652573103831,0.5508543678717355,0.49700051413881746,0.48589001245796243
289,2011-10-16,Musim Gugur,2011,Oktober,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.511667,0.503154,0.486667,0.281717,1748,3293,5041,0.5638828185530728,0.5566680283067112,0.5004287917737789,0.5346127466209607
290,2011-10-17,Musim Gugur,2011,Oktober,Tak Libur,Senin,Kerja,Sedikit Berawan,0.534167,0.510725,0.579583,0.175379,713,3857,4570,0.591918923074661,0.566605987925858,0.595972236503856,0.3153913661764776
291,2011-10-18,Musim Gugur,2011,Oktober,Tak Libur,Selasa,Kerja,Berkabut,0.5325,0.522721,0.701667,0.110087,637,4111,4748,0.5898417592418838,0.5823523574399626,0.7215084832904884,0.18078847377694784
292,2011-10-19,Musim Gugur,2011,Oktober,Tak Libur,Rabu,Kerja,Petir/Hujan/Salju,0.541739,0.513848,0.895217,0.243339,254,2170,2424,0.6013540067829928,0.5707053470449435,0.920531619537275,0.45549448091445527
293,2011-10-20,Musim Gugur,2011,Oktober,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.475833,0.466525,0.63625,0.422275,471,3724,4195,0.5192318954674466,0.5085875207265067,0.6542416452442159,0.824380457058581
294,2011-10-21,Musim Gugur,2011,Oktober,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.4275,0.423596,0.574167,0.221396,676,3628,4304,0.4590066048078057,0.45223741261788764,0.5904030848329048,0.4102578321991015
295,2011-10-22,Musim Gugur,2011,Oktober,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.4225,0.425492,0.629167,0.0926667,1499,2809,4308,0.4527763593585638,0.454726168586439,0.6469583547557841,0.14487560900840765
296,2011-10-23,Musim Gugur,2011,Oktober,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381,0.45173840046672015,0.45057955460719135,0.762210796915167,0.15898858580171618
297,2011-10-24,Musim Gugur,2011,Oktober,Tak Libur,Senin,Kerja,Sedikit Berawan,0.463333,0.457067,0.772083,0.118792,699,3488,4187,0.5036562818443421,0.496172618853849,0.7939156812339331,0.19873428916532476
298,2011-10-25,Musim Gugur,2011,Oktober,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.471667,0.463375,0.622917,0.166658,695,3992,4687,0.5140408549591383,0.5044527204622995,0.6405316195372751,0.2974125659464908
299,2011-10-26,Musim Gugur,2011,Oktober,Tak Libur,Rabu,Kerja,Berkabut,0.484167,0.472846,0.720417,0.148642,404,3490,3894,0.5296164685822429,0.5168846865900157,0.7407886889460154,0.2602716342937626
300,2011-10-27,Musim Gugur,2011,Oktober,Tak Libur,Kamis,Kerja,Berkabut,0.47,0.457046,0.812917,0.197763,240,2419,2659,0.5119636911263611,0.4961450535187544,0.8359043701799486,0.36153715958870375
301,2011-10-28,Musim Gugur,2011,Oktober,Tak Libur,Jumat,Kerja,Berkabut,0.330833,0.318812,0.585833,0.229479,456,3291,3747,0.3385547774394339,0.3146942663052894,0.602398971722365,0.42692136186989416
302,2011-10-29,Musim Gugur,2011,Oktober,Tak Libur,Sabtu,Tak Kerja,Petir/Hujan/Salju,0.254167,0.227913,0.8825,0.351371,57,570,627,0.2430251779171193,0.19537705703031555,0.9074550128534703,0.6782081314643847
303,2011-10-30,Musim Gugur,2011,Oktober,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.319167,0.321329,0.62375,0.176617,885,2446,3331,0.3240183687572629,0.3179981686116416,0.6413881748071979,0.31794356829604226
304,2011-10-31,Musim Gugur,2011,Oktober,Tak Libur,Senin,Kerja,Sedikit Berawan,0.34,0.356063,0.703333,0.10635,362,3307,3669,0.3499773094460739,0.3635912328582994,0.7232215938303341,0.17308445170843956
305,2011-11-01,Musim Gugur,2011,November,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.400833,0.397088,0.68375,0.135571,410,3658,4068,0.42577821372881935,0.41744208391833093,0.7030848329048842,0.2333250802510889
306,2011-11-02,Musim Gugur,2011,November,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,0.3967041503153875,0.40831270746196247,0.7390745501285346,0.12307469025687565
307,2011-11-03,Musim Gugur,2011,November,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.408333,0.405921,0.702083,0.136817,318,3656,3974,0.43512358190268213,0.42903658891316965,0.7219362467866324,0.2358937747914585
308,2011-11-04,Musim Gugur,2011,November,Tak Libur,Jumat,Kerja,Berkabut,0.403333,0.403392,0.6225,0.271779,470,3576,4046,0.42889333645344024,0.42571693498676333,0.6401028277634961,0.5141250368760222
309,2011-11-05,Musim Gugur,2011,November,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,0.33336373693112564,0.3213125719980299,0.5338478149100258,0.34359959041072935
310,2011-11-06,Musim Gugur,2011,November,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,0.3603606365117803,0.3718542702116912,0.7553552699228792,0.1436129080405293
311,2011-11-07,Musim Gugur,2011,November,Tak Libur,Senin,Kerja,Sedikit Berawan,0.395,0.400871,0.75875,0.057225,373,3662,4035,0.4185100093877339,0.4224077821403931,0.7802056555269923,0.07181068020309592
312,2011-11-08,Musim Gugur,2011,November,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,0.43512358190268213,0.4373390053166968,0.7420740359897171,0.0961627702978923
313,2011-11-09,Musim Gugur,2011,November,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.4,0.409079,0.758333,0.0621958,305,3804,4109,0.4247402548369757,0.43318189025741294,0.7797768637532133,0.0820582458702463
314,2011-11-10,Musim Gugur,2011,November,Tak Libur,Kamis,Kerja,Berkabut,0.38,0.373721,0.813333,0.189067,190,2743,2933,0.3998192730400084,0.3867697417679408,0.8363321336760925,0.34360989817373244
315,2011-11-11,Musim Gugur,2011,November,Libur,Jumat,Tak Kerja,Sedikit Berawan,0.324167,0.306817,0.44625,0.314675,440,2928,3368,0.33024861420650475,0.29894920942618947,0.4588688946015424,0.6025573972321183
316,2011-11-12,Musim Gugur,2011,November,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.356667,0.357942,0.552917,0.212062,1275,2792,4067,0.3707452096265766,0.3660576740317741,0.5685521850899743,0.391015300224936
317,2011-11-13,Musim Gugur,2011,November,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.440833,0.43055,0.458333,0.281721,1004,2713,3717,0.4756201773227539,0.46136547643925174,0.47129357326478144,0.5346209928313632
318,2011-11-14,Musim Gugur,2011,November,Tak Libur,Senin,Kerja,Sedikit Berawan,0.53,0.524612,0.587083,0.306596,595,3891,4486,0.5867266365172629,0.5848345502334914,0.6036843187660669,0.5859021137717281
319,2011-11-15,Musim Gugur,2011,November,Tak Libur,Selasa,Kerja,Berkabut,0.53,0.507579,0.68875,0.199633,449,3746,4195,0.5867266365172629,0.5624764382016689,0.7082262210796915,0.36539226295185884
320,2011-11-16,Musim Gugur,2011,November,Tak Libur,Rabu,Kerja,Petir/Hujan/Salju,0.456667,0.451988,0.93,0.136829,145,1672,1817,0.4953501186114129,0.4895057456659416,0.9562982005141388,0.2359185134226659
321,2011-11-17,Musim Gugur,2011,November,Tak Libur,Kamis,Kerja,Berkabut,0.341667,0.323221,0.575833,0.305362,139,2914,3053,0.3520544732788511,0.32048167404017497,0.5921161953727506,0.583358157862566
322,2011-11-18,Musim Gugur,2011,November,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.274167,0.272721,0.41,0.168533,245,3147,3392,0.2679461597140866,0.25419360631240917,0.4215938303341902,0.3012779770726489
323,2011-11-19,Musim Gugur,2011,November,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.329167,0.324483,0.502083,0.224496,943,2720,3663,0.33647885965574653,0.3221382194158669,0.5162807197943444,0.4166486452610163
324,2011-11-20,Musim Gugur,2011,November,Tak Libur,Minggu,Tak Kerja,Berkabut,0.463333,0.457058,0.684583,0.18595,787,2733,3520,0.5036562818443421,0.49616080513880845,0.7039413881748072,0.3371840387176071
325,2011-11-21,Musim Gugur,2011,November,Tak Libur,Senin,Kerja,Petir/Hujan/Salju,0.4475,0.445062,0.91,0.138054,220,2545,2765,0.4839275866047729,0.480414435624704,0.9357326478149101,0.23844391535842258
326,2011-11-22,Musim Gugur,2011,November,Tak Libur,Selasa,Kerja,Petir/Hujan/Salju,0.416667,0.421696,0.9625,0.118792,69,1538,1607,0.44550815501747837,0.4497434061093183,0.9897172236503856,0.19873428916532476
327,2011-11-23,Musim Gugur,2011,November,Tak Libur,Rabu,Kerja,Berkabut,0.440833,0.430537,0.757917,0.335825,112,2454,2566,0.4756201773227539,0.4613484121841931,0.7793491002570693,0.6461592347351823
328,2011-11-24,Musim Gugur,2011,November,Libur,Kamis,Tak Kerja,Sedikit Berawan,0.373333,0.372471,0.549167,0.167304,560,935,1495,0.3915118637579894,0.385128948012303,0.5646961439588688,0.29874432892648983
329,2011-11-25,Musim Gugur,2011,November,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.375,0.380671,0.64375,0.0988958,1095,1697,2792,0.3935890275907666,0.3958925550492867,0.6619537275064268,0.15771722631291524
330,2011-11-26,Musim Gugur,2011,November,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,0.39462698648261024,0.4016891512292039,0.7009429305912597,0.09489141080909136
331,2011-11-27,Musim Gugur,2011,November,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.459167,0.4558,0.698333,0.208954,810,2261,3071,0.4984652413360338,0.4945095103031346,0.7180802056555269,0.38460799474221624
332,2011-11-28,Musim Gugur,2011,November,Tak Libur,Senin,Kerja,Sedikit Berawan,0.503478,0.490122,0.743043,0.142122,253,3614,3867,0.5536789225563046,0.5395617689279342,0.7640544987146529,0.2468303113377353
333,2011-11-29,Musim Gugur,2011,November,Tak Libur,Selasa,Kerja,Berkabut,0.458333,0.451375,0.830833,0.258092,96,2818,2914,0.49742603639510025,0.48870110040817694,0.8543269922879178,0.48590856643136787
334,2011-11-30,Musim Gugur,2011,November,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.325,0.311221,0.613333,0.271158,188,3425,3613,0.33128657309834847,0.30473005398605246,0.6306766066838047,0.5128448127110387
335,2011-12-01,Musim Gugur,2011,Desember,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.3125,0.305554,0.524583,0.220158,182,3545,3727,0.3157109594752439,0.297291351415493,0.5394169665809768,0.40770563007953675
336,2011-12-02,Musim Gugur,2011,Desember,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.314167,0.331433,0.625833,0.100754,268,3672,3940,0.3177881233080211,0.3312610326972128,0.6435300771208226,0.161548003355383
337,2011-12-03,Musim Gugur,2011,Desember,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,0.2990973869602957,0.3039201581882696,0.6302488431876607,0.1513006438434927
338,2011-12-04,Musim Gugur,2011,Desember,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,0.3385547774394339,0.3544513553218948,0.7977717223650385,0.12692278434118862
339,2011-12-05,Musim Gugur,2011,Desember,Tak Libur,Senin,Kerja,Berkabut,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,0.4070874773810939,0.4132902193990652,0.8504709511568123,0.08208401527775402
340,2011-12-06,Musim Gugur,2011,Desember,Tak Libur,Selasa,Kerja,Petir/Hujan/Salju,0.4625,0.4564,0.949583,0.232583,126,2468,2594,0.5026183229524984,0.49529709130584065,0.9764349614395886,0.43332042114221153
341,2011-12-07,Musim Gugur,2011,Desember,Tak Libur,Rabu,Kerja,Petir/Hujan/Salju,0.41,0.400246,0.970417,0.266175,50,655,705,0.43720074573545925,0.4215873852625742,0.9978580976863752,0.5025720961021607
342,2011-12-08,Musim Gugur,2011,Desember,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.265833,0.256938,0.58,0.240058,150,3172,3322,0.2575615865992903,0.2334762880362245,0.5964010282776349,0.4487305268318286
343,2011-12-09,Musim Gugur,2011,Desember,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.290833,0.317542,0.695833,0.0827167,261,3359,3620,0.2887128138454994,0.31302721984956144,0.7155095115681234,0.12436316063226169
344,2011-12-10,Musim Gugur,2011,Desember,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.275,0.266412,0.5075,0.233221,502,2688,3190,0.2689841186059303,0.2459121920689542,0.5218508997429305,0.4346356917014056
345,2011-12-11,Musim Gugur,2011,Desember,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.220833,0.253154,0.49,0.0665417,377,2366,2743,0.20148937755611396,0.2285092771791578,0.5038560411311054,0.09101754731727066
346,2011-12-12,Musim Gugur,2011,Desember,Tak Libur,Senin,Kerja,Sedikit Berawan,0.238333,0.270196,0.670833,0.06345,143,3167,3310,0.2232952366284603,0.2508792029260209,0.6898025706940873,0.08464384514194101
347,2011-12-13,Musim Gugur,2011,Desember,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.2825,0.301138,0.59,0.14055,155,3368,3523,0.27832948677979297,0.29149475523557594,0.6066838046272492,0.24358955064956433
348,2011-12-14,Musim Gugur,2011,Desember,Tak Libur,Rabu,Kerja,Berkabut,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,0.32194120492448575,0.3403562806434641,0.6825192802056554,0.07950707452698191
349,2011-12-15,Musim Gugur,2011,Desember,Tak Libur,Kamis,Kerja,Berkabut,0.4225,0.412237,0.634167,0.268042,181,3528,3709,0.4527763593585638,0.43732719160165623,0.6520997429305913,0.506421014807514
350,2011-12-16,Musim Gugur,2011,Desember,Tak Libur,Jumat,Kerja,Berkabut,0.375,0.359825,0.500417,0.260575,178,3399,3577,0.3935890275907666,0.36852936574526685,0.5145676092544987,0.49102740153870167
351,2011-12-17,Musim Gugur,2011,Desember,Tak Libur,Sabtu,Tak Kerja,Berkabut,0.258333,0.249371,0.560833,0.243167,275,2464,2739,0.24821621842542757,0.2235435789570957,0.5766920308483291,0.455139893867149
352,2011-12-18,Musim Gugur,2011,Desember,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.238333,0.245579,0.58625,0.169779,220,2211,2431,0.2232952366284603,0.21856606701999293,0.602827763496144,0.3038466716130186
353,2011-12-19,Musim Gugur,2011,Desember,Tak Libur,Senin,Kerja,Sedikit Berawan,0.276667,0.280933,0.6375,0.172896,260,3143,3403,0.2710612824387075,0.26497296496944706,0.6555269922879177,0.3102725310691439
354,2011-12-20,Musim Gugur,2011,Desember,Tak Libur,Selasa,Kerja,Berkabut,0.385833,0.396454,0.595417,0.0615708,216,3534,3750,0.4070874773810939,0.4166098733254714,0.6122539845758355,0.08076977549486025
355,2011-12-21,Musim Dingin,2011,Desember,Tak Libur,Rabu,Kerja,Berkabut,0.428333,0.428017,0.858333,0.2214,107,2553,2660,0.46004456369964936,0.4580405719728273,0.8826046272493573,0.41026607840950396
356,2011-12-22,Musim Dingin,2011,Desember,Tak Libur,Kamis,Kerja,Berkabut,0.423333,0.426121,0.7575,0.047275,227,2841,3068,0.4538143182504076,0.45555181600427597,0.7789203084832904,0.05129823182694997
357,2011-12-23,Musim Dingin,2011,Desember,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.373333,0.377513,0.68625,0.274246,163,2046,2209,0.3915118637579894,0.3917472537050435,0.705655526992288,0.519210887141746
358,2011-12-24,Musim Dingin,2011,Desember,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.3025,0.299242,0.5425,0.190304,155,856,1011,0.30325046857676025,0.2890059992670246,0.5578406169665809,0.3461600387406965
359,2011-12-25,Musim Dingin,2011,Desember,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.274783,0.279961,0.681304,0.155091,303,451,754,0.2687137259534332,0.2636970837450632,0.7005696658097686,0.273566587015146
360,2011-12-26,Musim Dingin,2011,Desember,Libur,Senin,Tak Kerja,Sedikit Berawan,0.321739,0.315535,0.506957,0.239465,430,887,1317,0.32722320701635293,0.3103927613955095,0.5212925449871465,0.4475080261396624
361,2011-12-27,Musim Dingin,2011,Desember,Tak Libur,Selasa,Kerja,Berkabut,0.325,0.327633,0.7625,0.18845,103,1059,1162,0.33128657309834847,0.32627301968007405,0.7840616966580976,0.3423379202191513
362,2011-12-28,Musim Dingin,2011,Desember,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.29913,0.279974,0.503913,0.293961,255,2047,2302,0.2990512831439713,0.2637141480001218,0.5181624678663239,0.5598543966629236
363,2011-12-29,Musim Dingin,2011,Desember,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.248333,0.263892,0.574167,0.119412,254,2169,2423,0.23575572752694396,0.24260435185758855,0.5904030848329048,0.20001245177770774
364,2011-12-30,Musim Dingin,2011,Desember,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.311667,0.318812,0.636667,0.134337,491,2508,2999,0.31467300058340025,0.3146942663052894,0.6546704370179948,0.23078112434192666
365,2011-12-31,Musim Dingin,2011,Desember,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.41,0.414121,0.615833,0.220154,665,1820,2485,0.43720074573545925,0.4398001959501534,0.6332473007712082,0.4076973838691343
366,2012-01-01,Musim Dingin,2012,Januari,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.37,0.375621,0.6925,0.192167,686,1608,2294,0.3873587821415248,0.38926374827651017,0.7120822622107968,0.35000071123564724
